Cluster Node Utilization (%)
clusters cluster-1 cluster-2 cluster-3
light-memory 100,00 100,00 100,00
medium-memory 100,00 100,00 100,00
large-memory 100,00 0,00 0,00
mixture-memory 100,00 0,00 100,00
